,TAXYEAR,PARCEL,SFRCONDO,COMPLEXID,INSPECTION,CLASS,STORIES,ROOMS,QUALITY,WALLS,ROOF,HEAT,COOL,BATHFIXTUR,PATIO,PATIONUMBE,CONDITION,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,VALUATIONC,APPLICATION,ENHANCEMEN,ADJUSTMENT,APPRAISER,PHONE
3814,2020,113042810,S,9999,Jul  1 1985 12:00AM,1,1,6,1,0,8,8,2,3,9,0,1,1170,1948,9,0,0,70291,70291,63262,20081027,00,0125,0,1,Michael V.,724-7421
3815,2020,11304307A,S,9999,Dec 14 2011 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,1086,1946,9,0,0,60457,60457,54411,20111219,00,0125,0,1,Michael V.,724-7421
3816,2020,113043110,S,9999,May  1 1965 12:00AM,1,1,5,1,0,7,6,1,3,3,1,1,1055,1943,9,0,0,75099,75099,67589,20070207,00,0125,0,1,Michael V.,724-7421
3817,2020,113092340,S,9999,Jan 14 2015 12:00AM,1,1,3,2,2,7,8,1,3,9,0,2,581,1952,9,0,0,59673,59673,56689,20150114,00,0125,0,1,Michael V.,724-7421
3818,2020,115060600,S,9999,Aug  1 1982 12:00AM,1,1,5,1,3,7,8,1,3,3,1,1,740,1948,9,0,0,53984,53984,44807,20070207,00,0125,0,1,Michael V.,724-7421
3819,2020,115151930,S,9999,Jan  1 2007 12:00AM,1,1,3,1,0,7,6,1,3,9,0,1,1306,1956,9,0,0,65636,65636,54478,20070119,00,0125,0,1,Michael V.,724-7421
3820,2020,115152380,S,9999,Oct  1 1976 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,484,1945,9,0,0,35428,35428,29405,20070207,00,0125,0,1,Michael V.,724-7421
3821,2020,11515251B,S,9999,Jan  1 2007 12:00AM,1,1,4,2,0,7,1,1,5,3,1,1,1200,1982,3,1,0,76160,76160,63213,20070119,00,0125,0,1,Michael V.,724-7421
3822,2020,115154200,S,9999,Dec  1 1985 12:00AM,1,1,4,1,2,7,8,2,3,3,1,1,473,1959,9,0,0,39713,39713,32962,20070207,00,0125,0,1,Michael V.,724-7421
3823,2020,115154270,S,9999,Oct  1 1993 12:00AM,1,1,5,1,3,7,8,2,3,3,1,1,851,1945,9,0,0,51676,51676,42891,20070207,00,0125,0,1,Michael V.,724-7421
3824,2020,115154430,S,9999,Oct  1 1993 12:00AM,1,1,5,1,3,7,8,2,5,9,0,1,1045,1948,9,0,0,55665,55665,46202,20070207,00,0125,0,1,Michael V.,724-7421
3825,2020,115154450,S,9999,Oct  1 1993 12:00AM,1,1,5,1,2,7,8,1,3,9,0,1,847,1957,3,1,0,54652,54652,45361,20081027,00,0125,0,1,Michael V.,724-7421
3826,2020,115154460,S,9999,Feb  1 2007 12:00AM,1,1,4,2,7,7,8,2,3,3,1,1,858,1945,9,0,0,53272,53272,44216,20070822,00,0125,0,1,Michael V.,724-7421
3827,2020,115154480,S,9999,Oct  1 1993 12:00AM,1,1,3,1,3,6,8,2,3,9,0,1,614,1940,9,0,0,42762,42762,35492,20070207,00,0125,0,1,Michael V.,724-7421
3828,2020,115154530,S,9999,Aug 10 2012 12:00AM,1,1,4,2,3,6,8,2,3,3,2,1,668,1938,3,1,0,54642,54642,45353,20120815,00,0125,2532,1,Michael V.,724-7421
3829,2020,115154690,S,9999,Oct  1 1976 12:00AM,1,1,6,1,3,7,1,1,3,3,1,1,1105,1959,3,1,0,65332,65332,54226,20070207,00,0125,0,1,Michael V.,724-7421
3830,2020,115155440,S,9999,Aug  1 2005 12:00AM,1,1,6,1,3,7,1,1,3,9,0,1,962,1958,3,1,0,59351,59351,49261,20070207,00,0125,0,1,Michael V.,724-7421
3831,2020,115155490,S,9999,Oct  1 1993 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,688,1941,9,0,0,45104,45104,37436,20070207,00,0125,0,1,Michael V.,724-7421
3832,2020,11515551A,S,9999,Jul  1 1985 12:00AM,1,1,3,1,3,7,6,1,3,3,2,1,627,1959,9,0,0,47640,47640,39541,20070207,00,0125,0,1,Michael V.,724-7421
3833,2020,115170170,S,9999,Nov  1 1965 12:00AM,1,1,4,1,4,7,8,2,3,9,0,1,594,1956,9,0,0,46812,46812,34641,20070207,00,0125,0,1,Michael V.,724-7421
3834,2020,11517035A,S,9999,Jun  1 1984 12:00AM,1,1,5,1,3,7,8,2,3,3,1,1,1262,1954,9,0,0,73829,73829,54633,19841119,00,0125,0,1,Michael V.,724-7421
3835,2020,115170400,S,9999,Jul  1 1965 12:00AM,1,1,5,1,4,7,8,2,3,9,0,1,903,1958,3,1,0,62169,62169,46005,20070207,00,0125,0,1,Michael V.,724-7421
3836,2020,115170870,S,9999,Jan  1 1982 12:00AM,1,1,5,1,7,7,8,2,3,9,0,1,957,1951,9,0,0,68509,68509,50697,20100727,00,0125,0,1,Michael V.,724-7421
3837,2020,115171380,S,9999,Jul  1 1985 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,940,1945,9,0,0,69142,69142,51165,20081027,00,0125,0,1,Michael V.,724-7421
3838,2020,11517142B,S,9999,Jan  1 1982 12:00AM,1,1,4,1,0,7,8,1,3,9,0,1,872,1956,3,1,0,68475,68475,50672,20070207,00,0125,0,1,Michael V.,724-7421
3839,2020,115171710,S,9999,Dec  1 1988 12:00AM,1,1,6,1,0,7,8,1,3,9,0,1,1162,1962,3,1,0,68863,68863,50959,20070207,00,0125,0,1,Michael V.,724-7421
3840,2020,115172160,S,9999,Jul  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,1020,1953,9,0,0,70322,70322,52038,20070207,00,0125,0,1,Michael V.,724-7421
3841,2020,115180310,S,9999,Aug  1 1985 12:00AM,1,1,7,1,7,7,8,2,6,9,0,1,1527,1981,9,0,0,70867,70867,58820,19851030,00,0125,0,1,Michael V.,724-7421
3842,2020,115180850,S,9999,Feb  1 2007 12:00AM,1,1,2,1,3,7,8,2,3,3,1,1,460,1936,9,0,0,39939,39939,33149,20100727,00,0125,0,1,Michael V.,724-7421
3843,2020,115181320,S,9999,Jun  1 1981 12:00AM,1,1,6,1,0,7,8,2,3,3,1,1,810,1950,9,0,0,51125,51125,42434,20100727,00,0125,0,1,Michael V.,724-7421
3844,2020,115181430,S,9999,Jun  1 1981 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,1123,1931,9,0,0,58517,58517,48569,19811006,00,0125,0,1,Michael V.,724-7421
3845,2020,115181450,S,9999,Dec  1 1965 12:00AM,1,1,4,1,3,6,8,2,3,9,0,1,617,1925,9,0,0,43530,43530,36130,20070207,00,0125,0,1,Michael V.,724-7421
3846,2020,115181470,S,9999,Dec  1 1965 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,793,1948,9,0,0,48997,48997,40668,20070207,00,0125,0,1,Michael V.,724-7421
3847,2020,115182340,S,9999,Jun  1 1981 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,935,1929,9,0,0,53193,53193,44150,20070207,00,0125,0,1,Michael V.,724-7421
3848,2020,115182380,S,9999,Jun  1 1981 12:00AM,1,1,4,2,6,7,8,2,3,9,0,1,904,1950,9,0,0,53702,53702,44573,19811006,00,0125,0,1,Michael V.,724-7421
3849,2020,115220180,S,9999,Jan  1 1982 12:00AM,1,1,6,1,2,7,1,1,3,9,0,1,931,1967,9,0,0,59994,59994,44396,20070207,00,0125,0,1,Michael V.,724-7421
3850,2020,115220250,S,9999,Mar  1 1997 12:00AM,1,1,6,1,0,7,8,2,3,3,1,1,854,1954,9,0,0,56520,56520,41825,20070207,00,0125,0,1,Michael V.,724-7421
3851,2020,115220340,S,9999,Mar  1 2008 12:00AM,1,1,4,1,3,7,9,9,3,3,1,1,746,1951,3,2,0,58353,58353,43181,20080512,00,0125,0,1,Michael V.,724-7421
3852,2020,115220570,S,9999,Jul  1 1985 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,600,1957,9,0,0,52790,52790,39065,20081027,00,0125,0,1,Michael V.,724-7421
3853,2020,115221060,S,9999,Dec  1 1983 12:00AM,1,1,4,1,2,7,8,2,3,9,0,1,712,1949,9,0,0,50568,50568,37420,20070207,00,0125,0,1,Michael V.,724-7421
3854,2020,115221140,S,9999,Jan  1 2007 12:00AM,1,1,5,1,2,7,8,1,3,3,2,1,851,1950,9,0,0,78488,78488,58081,20070125,00,0125,0,1,Michael V.,724-7421
3855,2020,115221210,S,9999,Sep  1 1999 12:00AM,1,1,3,2,3,7,9,1,3,9,0,2,470,1958,9,0,0,44060,44060,32604,20070207,00,0125,0,1,Michael V.,724-7421
3856,2020,116120450,S,9999,Jan  1 1977 12:00AM,1,1,4,1,3,7,1,1,3,3,1,1,840,1959,9,0,0,66781,66781,53425,20070207,00,0125,0,1,Michael V.,724-7421
3857,2020,116120630,S,9999,Jan  1 1977 12:00AM,1,1,6,1,3,7,8,1,3,9,0,1,1270,1964,3,2,0,77931,77931,62345,19770728,00,0125,0,1,Michael V.,724-7421
3858,2020,116120640,S,9999,Mar  1 1981 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,798,1945,9,0,0,66437,66437,53150,20070207,00,0125,0,1,Michael V.,724-7421
3859,2020,116120690,S,9999,Jan  1 1977 12:00AM,1,1,6,1,3,7,8,1,3,3,1,1,1217,1946,9,0,0,73650,73650,58920,19770114,00,0125,0,1,Michael V.,724-7421
3860,2020,116121010,S,9999,Jan  1 1977 12:00AM,1,1,7,1,3,7,8,1,6,9,0,1,1645,1933,9,0,0,80411,80411,64329,19790531,00,0125,0,1,Michael V.,724-7421
3861,2020,116121080,S,9999,Jan  1 2007 12:00AM,1,1,5,1,3,7,8,1,3,9,0,1,813,1944,9,0,0,75792,75792,60634,20070125,00,0125,0,1,Michael V.,724-7421
3862,2020,116121090,S,9999,Oct  1 1966 12:00AM,1,1,6,1,3,7,8,2,3,3,1,1,969,1953,9,0,0,68133,68133,54506,20070207,00,0125,0,1,Michael V.,724-7421
3863,2020,116121280,S,9999,Jun  1 1984 12:00AM,1,1,6,1,3,7,1,1,3,3,2,1,1273,1937,9,0,0,77036,77036,61629,19841119,00,0125,0,1,Michael V.,724-7421
3864,2020,116121400,S,9999,Jan  1 1977 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,852,1942,9,0,0,64407,64407,51526,20070207,00,0125,0,1,Michael V.,724-7421
3865,2020,116121570,S,9999,Nov  1 1976 12:00AM,1,1,3,1,0,1,6,1,3,9,0,2,431,1967,9,0,0,56393,56393,45114,20070207,00,0125,0,1,Michael V.,724-7421
3866,2020,116121680,S,9999,Jun  1 1981 12:00AM,1,1,6,1,7,7,8,1,6,3,1,1,1507,1954,9,0,0,79249,79249,63399,19811006,00,0125,0,1,Michael V.,724-7421
3867,2020,116121690,S,9999,Aug  1 1979 12:00AM,1,1,6,1,7,7,8,1,5,9,0,1,1063,1948,9,0,0,69165,69165,55332,20070207,00,0125,0,1,Michael V.,724-7421
3868,2020,116121730,S,9999,Jan  1 1983 12:00AM,1,1,7,1,3,7,8,2,3,9,0,1,1066,1942,9,0,0,68511,68511,54809,20070207,00,0125,0,1,Michael V.,724-7421
3869,2020,116121740,S,9999,Mar 16 2012 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,1152,1958,9,0,0,70143,70143,56114,20120328,00,0125,0,1,Michael V.,724-7421
3870,2020,116121910,S,9999,Jan  1 1977 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,644,1947,9,0,0,60346,60346,48277,20070207,00,0125,0,1,Michael V.,724-7421
3871,2020,116122110,S,9999,Aug  1 1979 12:00AM,1,1,5,1,2,7,8,2,3,9,0,1,855,1949,9,0,0,64465,64465,51572,20070207,00,0125,0,1,Michael V.,724-7421
3872,2020,116122130,S,9999,Aug  1 1979 12:00AM,1,1,7,1,2,7,6,1,6,3,1,1,1139,1940,9,0,0,72129,72129,57703,19790827,00,0125,0,1,Michael V.,724-7421
3873,2020,116122610,S,9999,Aug  1 1989 12:00AM,1,1,4,2,3,7,6,1,3,9,0,2,870,1948,9,0,0,68787,68787,55030,20070207,00,0125,0,1,Michael V.,724-7421
3874,2020,116122740,S,9999,Aug  1 1979 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,984,1948,9,0,0,66946,66946,53557,20070207,00,0125,0,1,Michael V.,724-7421
3875,2020,116122900,S,9999,Nov  1 2018 12:00AM,1,1,3,2,3,7,8,0,3,3,1,2,564,1943,9,0,0,63835,63835,51068,20181106,00,0125,0,1,Michael V.,724-7421
3876,2020,116122940,S,9999,Jan  1 1977 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,625,1951,9,0,0,59971,59971,47977,20070207,00,0125,0,1,Michael V.,724-7421
3877,2020,116123410,S,9999,Apr  1 1970 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,846,1949,9,0,0,65765,65765,52612,20070207,00,0125,0,1,Michael V.,724-7421
3878,2020,116123530,S,9999,Sep  1 1982 12:00AM,1,1,4,1,3,7,8,1,3,3,1,1,789,1955,9,0,0,65199,65199,52159,20070207,00,0125,0,1,Michael V.,724-7421
3879,2020,116123550,S,9999,Oct  1 1966 12:00AM,1,1,5,1,0,7,8,1,3,3,1,1,815,1960,9,0,0,65721,65721,52577,20070207,00,0125,0,1,Michael V.,724-7421
3880,2020,116123620,S,9999,May  1 1982 12:00AM,1,1,4,3,3,7,8,2,3,9,0,3,912,1948,9,0,0,70826,70826,56661,20070207,00,0125,0,1,Michael V.,724-7421
3881,2020,116123640,S,9999,Jan  1 1996 12:00AM,1,1,7,2,3,7,8,2,6,9,0,2,1554,1969,9,0,0,83594,83594,66875,19960123,00,0125,0,1,Michael V.,724-7421
3882,2020,116123730,S,9999,Aug  1 1979 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,720,1953,9,0,0,61840,61840,49472,20070207,00,0125,0,1,Michael V.,724-7421
3883,2020,116123830,S,9999,Jan  1 1996 12:00AM,1,1,5,1,3,7,8,2,3,3,2,1,908,1954,9,0,0,68436,68436,54749,20070207,00,0125,0,1,Michael V.,724-7421
3884,2020,116123870,S,9999,May  1 1982 12:00AM,1,1,3,2,2,7,8,2,3,9,0,2,500,1944,9,0,0,53502,53502,42802,20070207,00,0125,0,1,Michael V.,724-7421
3885,2020,116124140,S,9999,Aug 22 2011 12:00AM,1,1,3,1,3,7,8,2,3,3,2,1,860,1950,3,2,0,72235,72235,57788,20110822,00,0125,0,1,Michael V.,724-7421
3886,2020,116124190,S,9999,Jul  1 1965 12:00AM,1,1,4,1,2,7,8,2,3,9,0,1,719,1960,9,0,0,61820,61820,49456,20100727,00,0125,0,1,Michael V.,724-7421
3887,2020,116124240,S,9999,Apr  1 1970 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,784,1954,9,0,0,63088,63088,50470,20070207,00,0125,0,1,Michael V.,724-7421
3888,2020,116124550,S,9999,Oct  1 1966 12:00AM,1,1,4,1,3,7,8,2,3,3,2,1,735,1944,9,0,0,65081,65081,52065,20070207,00,0125,0,1,Michael V.,724-7421
3889,2020,116124750,S,9999,Sep  1 1979 12:00AM,1,1,3,1,3,7,8,1,3,9,0,1,516,1948,3,1,0,60527,60527,48422,20070207,00,0125,0,1,Michael V.,724-7421
3890,2020,116124760,S,9999,Oct  1 1966 12:00AM,1,1,5,1,3,7,8,2,4,9,0,1,981,1952,9,0,0,66889,66889,53511,20070207,00,0125,0,1,Michael V.,724-7421
3891,2020,116125630,S,9999,Sep  1 1979 12:00AM,1,1,4,1,0,7,1,1,3,3,2,1,688,1951,3,1,0,67463,67463,53970,20070207,00,0125,0,1,Michael V.,724-7421
3892,2020,116125760,S,9999,Aug  1 1965 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,1025,1949,9,0,0,67730,67730,54184,20070207,00,0125,0,1,Michael V.,724-7421
3893,2020,116125780,S,9999,Jul  1 1965 12:00AM,1,1,5,1,3,7,9,9,3,3,1,1,682,1948,9,0,0,61963,61963,49570,20070207,00,0125,0,1,Michael V.,724-7421
3894,2020,116126150,S,9999,May  1 1982 12:00AM,1,1,4,2,0,7,8,1,3,3,1,2,742,1947,9,0,0,67347,67347,53878,20070207,00,0125,0,1,Michael V.,724-7421
3895,2020,116126160,S,9999,May  1 1982 12:00AM,1,1,5,2,3,7,8,1,4,9,0,2,1042,1942,9,0,0,72821,72821,58257,20070207,00,0125,0,1,Michael V.,724-7421
3896,2020,116126250,S,9999,Oct  1 1966 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,1062,1949,9,0,0,69909,69909,55927,20070207,00,0125,0,1,Michael V.,724-7421
3897,2020,116126760,S,9999,May  1 1982 12:00AM,1,1,4,3,3,7,8,2,3,3,1,3,891,1950,9,0,0,71971,71971,57577,19820921,00,0125,0,1,Michael V.,724-7421
3898,2020,116126770,S,9999,May  1 1982 12:00AM,1,1,3,3,3,7,8,2,3,9,0,3,702,1956,9,0,0,65614,65614,52491,20070207,00,0125,0,1,Michael V.,724-7421
3899,2020,116127100,S,9999,Oct  1 1966 12:00AM,1,1,6,1,3,7,1,1,3,3,1,1,799,1946,1,1,0,70030,70030,56024,20070207,00,0125,0,1,Michael V.,724-7421
3900,2020,116127180,S,9999,Feb 14 2018 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,560,1936,9,0,0,58680,58680,46944,20180308,00,0125,0,1,Michael V.,724-7421
3901,2020,116127270,S,9999,Oct  1 1966 12:00AM,1,1,4,1,3,7,9,9,3,3,1,1,715,1950,3,1,0,64946,64946,51957,20070207,00,0125,0,1,Michael V.,724-7421
3902,2020,116127450,S,9999,Dec 10 2012 12:00AM,1,1,7,1,0,7,8,1,6,3,1,1,1688,1928,9,0,0,82703,82703,66162,20121210,00,0125,0,1,Michael V.,724-7421
3903,2020,116150660,S,9999,May  1 2003 12:00AM,1,1,3,1,0,7,1,1,3,9,0,1,468,1926,9,0,0,82003,82003,49202,20070207,00,0125,0,1,Michael V.,724-7421
3904,2020,116150670,S,9999,Oct 11 2017 12:00AM,1,1,4,1,0,1,8,2,3,9,0,2,780,1928,9,0,0,88707,88707,53224,20171023,00,0125,0,1,Michael V.,724-7421
3905,2020,116160030,S,9999,Apr  3 2012 12:00AM,1,1,7,1,3,7,8,1,3,3,1,1,1305,1943,3,1,0,77425,77425,64263,20120404,00,0125,0,1,Michael V.,724-7421
3906,2020,116160050,S,9999,Oct  1 1976 12:00AM,1,1,5,1,3,7,8,1,3,9,0,1,788,1945,9,0,0,57339,57339,47591,19761228,00,0125,0,1,Michael V.,724-7421
3907,2020,116160070,S,9999,Jul  1 1985 12:00AM,1,1,4,1,3,6,8,2,3,3,1,1,570,1929,9,0,0,35964,35964,29850,20070207,00,0125,0,1,Michael V.,724-7421
3908,2020,116160160,S,9999,Jul  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,3,1,1,740,1948,9,0,0,56034,56034,46508,20070207,00,0125,0,1,Michael V.,724-7421
3909,2020,116160170,S,9999,Jan  1 2007 12:00AM,1,1,6,2,3,7,8,1,6,9,0,1,1096,1933,9,0,0,93863,93863,77906,20070126,00,0125,0,1,Michael V.,724-7421
3910,2020,116160180,S,9999,Jun  1 2008 12:00AM,1,1,4,2,3,3,1,1,3,9,0,2,1716,1926,9,0,0,88050,88050,73082,20081230,00,0125,0,1,Michael V.,724-7421
3911,2020,116160190,S,9999,Jul  1 2007 12:00AM,1,1,4,2,7,7,8,1,3,3,1,1,964,1928,9,0,0,55215,55215,45828,20070822,00,0125,0,1,Michael V.,724-7421
3912,2020,116160200,S,9999,Jul  1 1965 12:00AM,1,1,4,1,7,7,8,2,3,9,0,1,868,1933,9,0,0,51570,51570,42803,20070207,00,0125,0,1,Michael V.,724-7421
3913,2020,116160220,S,9999,Oct  1 1985 12:00AM,1,1,6,1,7,7,8,2,3,9,0,1,1104,1910,9,0,0,54274,54274,45047,19851030,00,0125,0,1,Michael V.,724-7421
3914,2020,116160350,S,9999,Jul  1 1965 12:00AM,1,1,4,1,7,7,8,2,3,3,1,1,680,1945,9,0,0,54175,54175,44965,20070207,00,0125,0,1,Michael V.,724-7421
3915,2020,116160430,S,9999,Jun  2 2014 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,951,1923,9,0,0,60688,60688,50371,20140602,00,0125,0,1,Michael V.,724-7421
3916,2020,116160660,S,9999,Jul  1 1965 12:00AM,1,1,4,1,3,7,8,2,3,3,1,1,663,1940,9,0,0,46944,46944,38964,20070207,00,0125,0,1,Michael V.,724-7421
3917,2020,116160770,S,9999,Jul  1 1965 12:00AM,1,1,6,1,3,7,8,2,3,3,1,1,1298,1929,9,0,0,77997,77997,64738,19761228,00,0125,0,1,Michael V.,724-7421
3918,2020,116160790,S,9999,Jun  1 1977 12:00AM,1,1,5,1,3,7,8,2,6,9,0,1,1156,1920,9,0,0,66461,66461,55163,19770728,00,0125,0,1,Michael V.,724-7421
3919,2020,116160940,S,9999,Apr  1 2005 12:00AM,1,1,6,1,3,6,1,2,4,3,1,1,1087,1930,9,0,0,60373,60373,50110,20050922,00,0125,0,1,Michael V.,724-7421
3920,2020,116161120,S,9999,Apr  1 2005 12:00AM,1,1,4,1,3,7,1,0,3,9,0,1,729,1913,9,0,0,50957,50957,42294,20070207,00,0125,0,1,Michael V.,724-7421
3921,2020,116161340,S,9999,Apr  1 1969 12:00AM,1,1,5,1,2,7,8,2,3,3,1,1,1027,1954,9,0,0,64477,64477,53516,19880610,00,0125,0,1,Michael V.,724-7421
3922,2020,11616184A,S,9999,Dec  1 1998 12:00AM,1,1,5,1,3,7,8,2,3,3,1,1,1217,1946,9,0,0,69746,69746,57889,19851030,00,0125,0,1,Michael V.,724-7421
3923,2020,116161890,S,9999,Jul  1 1965 12:00AM,1,1,5,1,0,7,8,2,4,9,0,1,914,1947,9,0,0,59615,59615,49480,20070207,00,0125,0,1,Michael V.,724-7421
3924,2020,116161910,S,9999,Oct  6 1981 12:00AM,1,1,4,1,3,7,8,1,3,3,1,1,1115,1912,9,0,0,68844,68844,57141,19811006,00,0125,0,1,Michael V.,724-7421
3925,2020,116161940,S,9999,Jan  1 1982 12:00AM,1,1,7,1,3,7,8,1,4,3,1,2,1915,1941,9,0,0,90496,90496,75112,19820921,00,0125,0,1,Michael V.,724-7421
3926,2020,116161960,S,9999,Jul  1 1977 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,919,1951,9,0,0,59760,59760,49601,19770728,00,0125,0,1,Michael V.,724-7421
3927,2020,11616238A,S,9999,Sep 25 2015 12:00AM,1,1,4,1,3,7,8,1,5,3,1,1,684,1946,9,0,0,58188,58188,48296,20150925,00,0125,0,0.9,Michael V.,724-7421
3928,2020,116162520,S,9999,Sep 25 2015 12:00AM,1,1,4,1,2,3,8,1,3,3,1,1,1033,1947,9,0,0,75955,75955,63043,20150925,00,0125,0,0.9,Michael V.,724-7421
3929,2020,116162550,S,9999,Sep 25 2015 12:00AM,1,1,3,1,3,7,8,2,3,3,1,1,657,1941,9,0,0,41777,41777,34675,20150925,00,0125,0,0.9,Michael V.,724-7421
3930,2020,116162570,S,9999,Sep 25 2015 12:00AM,1,1,3,1,3,7,8,1,3,9,0,1,557,1928,9,0,0,38436,38436,31902,20150925,00,0125,0,0.9,Michael V.,724-7421
3931,2020,116162740,S,9999,Oct  1 2009 12:00AM,1,1,5,2,0,7,7,0,5,9,0,3,1128,1981,3,1,0,77349,77349,64200,20091023,00,0125,0,1,Michael V.,724-7421
3932,2020,11616275A,S,9999,Dec  1 1965 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,878,1940,9,0,0,58582,58582,48623,20100727,00,0125,0,1,Michael V.,724-7421
3933,2020,116162930,S,9999,Dec  1 1965 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,940,1913,9,0,0,53337,53337,44270,19851213,00,0125,0,1,Michael V.,724-7421
3934,2020,116170020,S,9999,May  1 1982 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,1026,1937,9,0,0,67749,67749,54199,20070213,00,0125,0,1,Michael V.,724-7421
3935,2020,116170130,S,9999,Jan  1 2007 12:00AM,1,1,4,1,3,7,8,1,3,3,1,1,858,1946,9,0,0,77454,77454,61963,20070126,00,0125,0,1,Michael V.,724-7421
3936,2020,116170490,S,9999,May  1 1982 12:00AM,1,1,4,1,3,7,8,2,6,3,1,1,709,1938,9,0,0,63098,63098,50478,20070207,00,0125,0,1,Michael V.,724-7421
3937,2020,116170510,S,9999,Jul  1 1965 12:00AM,1,1,4,1,4,7,8,2,3,3,1,1,797,1952,9,0,0,64815,64815,51852,19761129,00,0125,0,1,Michael V.,724-7421
3938,2020,11617086A,S,9999,Jul  1 2010 12:00AM,1,1,4,1,0,1,8,2,3,3,1,1,620,1952,9,0,0,80751,80751,64601,20100825,00,0125,0,1,Michael V.,724-7421
3939,2020,116170870,S,9999,Dec 21 2018 12:00AM,1,1,3,1,3,7,8,2,4,9,0,1,614,1940,9,0,0,30500,59753,30500,20181227,OL,1227,0,1,Michael V.,724-7421
3940,2020,116170940,S,9999,Feb  1 1991 12:00AM,1,1,3,1,3,1,8,1,3,9,0,1,820,1960,9,0,0,64347,64347,51478,19910322,00,0125,0,1,Michael V.,724-7421
3941,2020,116171200,S,9999,Dec  1 2007 12:00AM,1,1,2,2,0,7,8,2,3,9,0,2,325,1945,9,0,0,61699,61699,49359,20080207,00,0125,0,1,Michael V.,724-7421
3942,2020,11617123A,S,9999,Jan  1 2007 12:00AM,1,1,4,1,0,7,8,1,5,9,0,1,825,1959,9,0,0,79655,79655,63724,20070126,00,0125,0,1,Michael V.,724-7421
3943,2020,11617131A,S,9999,Sep 25 2015 12:00AM,1,1,7,2,3,7,8,2,7,3,1,2,1191,1946,9,0,0,69244,69244,55395,20150925,00,0125,0,0.9,Michael V.,724-7421
3944,2020,116171380,S,9999,Dec  1 1995 12:00AM,1,1,7,1,3,7,8,1,6,9,0,1,1252,1946,9,0,0,72857,72857,58286,19960123,00,0125,0,1,Michael V.,724-7421
3945,2020,116171390,S,9999,Jul  1 1965 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,952,1949,9,0,0,66333,66333,53066,19761129,00,0125,0,1,Michael V.,724-7421
3946,2020,11617156B,S,9999,Sep 25 2015 12:00AM,1,1,4,1,0,7,8,2,3,3,1,1,637,1951,9,0,0,55514,55514,44411,20150925,00,0125,0,0.9,Michael V.,724-7421
3947,2020,116171870,S,9999,Jul  1 1965 12:00AM,1,1,5,1,3,6,8,2,6,9,0,1,970,1945,9,0,0,66678,66678,53342,19761129,00,0125,0,1,Michael V.,724-7421
3948,2020,116171910,S,9999,May  1 1982 12:00AM,1,1,5,2,3,7,8,2,3,3,1,2,1014,1950,9,0,0,72960,72960,58368,20100727,00,0125,0,1,Michael V.,724-7421
3949,2020,116172080,S,9999,Jul  1 1965 12:00AM,1,1,4,1,7,7,8,2,3,3,1,1,780,1950,3,1,0,66847,66847,53478,19761129,00,0125,0,1,Michael V.,724-7421
3950,2020,116172200,S,9999,May  1 1982 12:00AM,1,1,4,2,7,7,1,1,3,3,1,2,704,1940,9,0,0,67000,67000,53600,19820921,00,0125,0,1,Michael V.,724-7421
3951,2020,116172290,S,9999,Jun  1 1967 12:00AM,1,1,3,1,3,7,8,2,3,3,1,1,549,1954,9,0,0,59935,59935,47948,20100728,00,0125,0,1,Michael V.,724-7421
3952,2020,116172510,S,9999,May  1 1982 12:00AM,1,1,6,2,7,7,1,1,6,3,2,2,1255,1956,9,0,0,81908,81908,65526,19820921,00,0125,0,1,Michael V.,724-7421
3953,2020,116172530,S,9999,May  1 1982 12:00AM,1,1,4,2,7,7,8,2,5,3,2,2,707,1941,9,0,0,67531,67531,54025,19820921,00,0125,0,1,Michael V.,724-7421
